Datetime,Search,Article_Count,Stock_value,Pos_Words,Neg_Words,YouTube_Vids,YT_Pos_Words,YT_Neg_Words
07:47.5,disney,18,151.9400024,3,2,20,,
14:05.1,disney,15,151.9400024,3,1,20,,
21:15.4,disney,15,151.9400024,2,0,20,,
29:32.5,disney,14,151.9400024,2,0,20,,
35:21.5,disney,12,151.9400024,2,0,20,,
42:52.4,disney,12,151.9400024,2,0,20,,
48:40.0,disney,11,151.9400024,2,0,20,,
55:44.9,disney,14,151.9400024,2,0,20,,
04:02.2,disney,18,151.9400024,1,0,20,,
21:25.5,disney,19,151.9400024,3,1,20,,
29:40.9,disney,20,151.9400024,4,1,20,,
43:45.3,disney,20,151.9400024,4,1,20,,
52:23.2,disney,21,151.9400024,4,1,20,,
02:55.9,disney,20,151.9400024,4,1,20,,
08:45.0,disney,20,151.9400024,3,1,20,,
17:08.5,disney,23,151.9400024,3,3,20,,
35:20.6,disney,24,151.9400024,1,6,20,,
45:17.8,disney,24,151.9400024,2,6,20,,
51:26.5,disney,25,151.9400024,2,6,20,,
57:23.4,disney,27,151.9400024,2,6,20,,
05:01.9,disney,26,151.9400024,2,6,20,,
12:04.1,disney,24,151.9400024,3,4,20,,
17:52.3,disney,21,151.9400024,3,4,20,,
23:38.5,disney,19,151.9400024,3,3,20,,
31:08.0,disney,13,151.9400024,0,1,20,,
39:24.3,disney,19,151.9400024,1,0,20,,
47:56.0,disney,18,151.9400024,1,0,20,,
02:27.9,disney,20,151.9400024,1,0,20,,
09:44.6,disney,23,151.9400024,2,0,20,,
16:51.0,disney,23,151.9400024,3,1,20,,
22:39.6,disney,22,151.9400024,2,1,20,,
30:59.0,disney,19,151.9400024,2,1,20,,
39:48.9,disney,21,151.9400024,2,1,20,,
48:21.2,disney,18,151.9400024,2,1,20,,
54:24.0,disney,15,151.9400024,2,1,20,,
00:13.0,disney,24,151.9400024,0,0,20,,
07:17.8,disney,23,151.9400024,2,2,20,,
18:07.7,disney,22,151.9400024,2,2,20,,
24:12.0,disney,20,151.9400024,2,1,20,,
30:26.7,disney,18,151.9400024,2,1,20,,
40:21.3,disney,15,151.9400024,2,2,20,,
49:58.7,disney,16,151.9400024,3,3,20,,
01:12.5,disney,18,151.9400024,2,2,20,,
07:09.6,disney,19,151.9400024,2,1,20,,
12:57.1,disney,18,151.9400024,2,0,20,,
20:03.9,disney,16,151.9400024,2,1,20,,
27:16.3,disney,21,151.9400024,3,2,20,,
38:38.5,disney,13,151.9400024,2,2,20,,
44:27.4,disney,14,151.9400024,3,2,20,,
51:28.3,disney,17,151.9400024,3,2,20,,
58:32.8,disney,14,151.9400024,3,2,20,,
09:19.5,disney,16,151.9400024,1,3,20,,
16:41.4,disney,13,151.9400024,1,2,20,,
24:13.7,disney,8,151.9400024,1,1,20,,
31:47.6,disney,9,151.9400024,2,1,20,,
41:19.6,disney,8,151.9400024,1,1,20,,
49:09.1,disney,10,151.9400024,2,2,20,,
56:13.1,disney,10,151.9400024,2,2,20,,
02:24.4,disney,13,151.9400024,5,2,20,,
09:56.9,disney,17,151.9400024,6,3,20,,
18:49.9,disney,18,151.9400024,5,3,20,,
27:10.9,disney,19,151.9400024,4,3,20,,
34:19.0,disney,17,151.9400024,3,3,20,,
49:43.5,disney,13,151.9400024,1,2,20,,
59:55.5,disney,14,151.9400024,0,1,20,,
05:43.6,disney,20,151.9400024,1,1,20,,
15:27.4,disney,13,151.9400024,1,0,20,,
22:45.8,disney,11,151.9400024,1,0,20,,
28:32.7,disney,8,151.9400024,1,0,20,,
35:37.5,disney,7,151.9400024,2,0,20,,
42:36.9,disney,9,151.9400024,1,1,20,,
49:35.8,disney,9,151.9400024,1,1,20,,
57:50.3,disney,9,151.9400024,1,0,20,,
04:52.5,disney,12,151.9400024,1,2,20,,
10:40.5,disney,13,151.9400024,1,4,20,,
18:25.8,disney,16,151.9400024,1,3,20,,
25:48.1,disney,14,151.9400024,1,2,20,,
31:35.1,disney,13,151.9400024,0,2,20,,
37:38.1,disney,11,151.9400024,0,2,20,,
44:38.2,disney,12,151.9400024,0,2,20,,
55:27.6,disney,13,151.9400024,0,2,20,,
04:05.3,disney,15,151.9400024,0,1,20,,
11:39.1,disney,16,151.9400024,1,1,20,,
21:33.8,disney,13,151.9400024,1,0,20,,
29:49.4,disney,14,151.9400024,1,0,20,,
38:05.3,disney,12,151.9400024,1,0,20,,
45:19.4,disney,12,151.9400024,1,0,20,,
52:39.0,disney,13,151.9400024,1,1,20,,
10:26.4,disney,9,151.9400024,1,1,20,,
35:44.9,disney,9,151.9400024,1,2,20,,
44:40.9,disney,8,151.9400024,1,2,20,,
51:54.4,disney,8,151.9400024,1,1,20,,
00:39.8,disney,11,151.9400024,2,1,20,,
07:52.5,disney,14,151.9400024,2,1,20,,
17:24.5,disney,11,151.9400024,1,2,20,,
24:26.2,disney,9,151.9400024,1,1,20,,
33:06.7,disney,8,151.9400024,1,1,20,,
40:41.0,disney,8,151.9400024,1,1,20,,
46:27.5,disney,9,151.9400024,1,1,20,,
55:06.0,disney,6,151.9400024,1,1,20,,
04:35.4,disney,5,151.9400024,1,1,20,,
10:18.1,disney,4,151.9400024,1,0,20,,
17:34.6,disney,4,151.9400024,1,0,20,,
32:07.7,disney,8,151.9400024,2,0,20,,
37:55.0,disney,7,151.9400024,1,0,20,,
46:12.7,disney,7,151.9400024,0,0,20,,
53:14.6,disney,8,151.9400024,0,0,20,,
00:15.0,disney,11,151.9400024,1,1,20,,
07:55.1,disney,9,151.9400024,1,1,20,,
16:49.7,disney,6,151.9400024,3,1,20,,
25:32.1,disney,5,151.9400024,3,1,20,,
31:21.5,disney,7,151.9400024,3,1,20,,
37:19.0,disney,8,151.9400024,3,1,20,,
46:55.9,disney,7,151.9400024,2,1,20,,
55:11.1,disney,7,151.9400024,2,0,20,,
02:46.1,disney,7,151.9400024,1,0,20,,
14:31.3,disney,8,151.9400024,1,0,20,,
21:31.1,disney,7,151.9400024,1,0,20,,
32:33.7,disney,6,151.9400024,2,0,20,,
55:19.3,disney,4,151.9400024,1,0,20,,
02:21.0,disney,5,151.9400024,1,0,20,,
10:09.0,disney,7,151.9400024,1,0,20,,
19:41.2,disney,7,151.9400024,1,0,20,,
26:58.1,disney,6,151.9400024,1,0,20,,
33:59.3,disney,6,151.9400024,1,0,20,,
43:11.6,disney,6,151.9400024,1,0,20,,
05:00.4,disney,8,151.9400024,3,1,20,,
15:45.5,disney,5,151.9400024,2,1,20,,
23:37.8,disney,6,151.9400024,2,1,20,,
29:46.7,disney,5,151.9400024,2,1,20,,
38:12.1,disney,6,151.9400024,2,1,20,,
46:26.4,disney,5,151.9400024,0,1,20,,
07:49.9,disney,9,151.9400024,0,0,20,,
15:12.3,disney,9,151.9400024,1,0,20,,
22:55.7,disney,9,151.9400024,3,0,20,,
42:19.7,disney,4,151.9400024,3,0,20,,
53:13.2,disney,2,151.9400024,1,0,20,,
05:08.1,disney,4,151.9400024,0,0,20,,
13:51.4,disney,9,151.9400024,0,1,20,,
22:30.0,disney,8,151.9400024,0,0,20,,
28:32.3,disney,10,151.9400024,0,0,20,,
36:48.3,disney,9,151.9400024,0,1,20,,
45:49.4,disney,11,151.9400024,1,1,20,,
54:58.8,disney,12,151.9400024,1,0,20,,
03:32.0,disney,13,151.9400024,1,0,20,,
14:16.0,disney,14,151.9400024,3,0,20,,
22:29.9,disney,13,151.9400024,3,0,20,,
33:16.0,disney,11,151.9400024,3,0,20,,
40:17.5,disney,14,151.9400024,4,0,20,,
51:44.8,disney,15,151.9400024,4,0,20,,
57:44.4,disney,15,151.9400024,4,0,20,,
07:05.5,disney,17,151.9400024,2,0,20,,
14:04.5,disney,20,151.9400024,2,0,20,,
22:59.5,disney,20,151.9400024,3,0,20,,
31:40.8,disney,15,151.9400024,2,0,20,,
40:16.3,disney,13,151.9400024,1,0,20,,
46:21.1,disney,12,151.9400024,1,0,20,,
52:06.6,disney,10,151.9400024,1,0,20,,
59:06.7,disney,11,151.9400024,1,0,20,,
06:17.1,disney,7,151.9400024,1,0,20,,
12:02.6,disney,10,151.9400024,1,0,20,,
20:44.7,disney,10,151.9400024,0,0,20,,
30:35.0,disney,10,151.9400024,0,0,20,,
38:03.1,disney,11,151.9400024,1,0,20,,
45:03.7,disney,11,151.9400024,1,0,20,,
53:19.3,disney,13,151.9400024,2,0,20,,
04:04.7,disney,14,151.9400024,2,0,20,,
15:23.8,disney,15,151.9400024,2,1,20,,
22:36.2,disney,16,151.9400024,2,1,20,,
31:08.1,disney,13,151.9400024,2,1,20,,
40:40.0,disney,9,151.9400024,2,0,20,,
53:29.9,disney,4,151.9400024,1,0,20,,
03:12.5,disney,6,151.9400024,1,1,20,,
13:59.4,disney,7,151.9400024,0,1,20,,
21:00.8,disney,11,151.9400024,0,2,20,,
26:48.9,disney,10,151.9400024,0,1,20,,
33:51.1,disney,9,151.9400024,0,1,20,,
40:51.5,disney,10,151.9400024,1,1,20,,
48:12.7,disney,11,151.9400024,2,1,20,,
55:20.8,disney,13,151.9400024,2,1,20,,
03:06.5,disney,16,151.9400024,3,0,20,,
09:11.4,disney,19,151.9400024,3,0,20,,
16:18.9,disney,18,151.9400024,3,0,20,,
23:38.0,disney,19,151.9400024,3,0,20,,
30:54.0,disney,20,151.9400024,2,0,20,,
38:03.5,disney,21,151.9400024,2,0,20,,
46:57.7,disney,18,151.9400024,2,0,20,,
58:05.6,disney,20,151.9400024,3,0,20,,
06:47.8,disney,21,151.9400024,1,2,20,,
14:07.4,disney,21,151.9400024,1,2,20,,
21:24.6,disney,20,151.9400024,1,2,20,,
34:44.8,disney,22,151.9400024,3,3,20,,
43:01.6,disney,22,151.9400024,5,1,20,,
48:49.2,disney,21,151.9400024,5,3,20,,
54:35.4,disney,22,151.9400024,4,3,20,,
05:00.9,disney,30,151.9400024,6,3,20,,
12:01.8,disney,24,151.9400024,6,2,20,,
27:28.0,disney,18,151.9400024,3,1,20,,
34:29.9,disney,18,151.9400024,2,1,20,,
42:22.7,disney,19,151.9400024,3,1,20,,
50:40.8,disney,20,151.9400024,2,1,20,,
08:34.8,disney,18,151.9400024,1,0,20,,
16:12.3,disney,18,151.9400024,2,0,20,,
26:58.5,disney,23,151.9400024,4,1,20,,
38:59.9,disney,23,151.9400024,4,1,20,,
49:29.6,disney,20,151.9400024,4,1,20,,
59:19.0,disney,19,151.9400024,4,1,20,,
06:29.2,disney,17,151.9400024,3,2,20,,
12:19.7,disney,16,151.9400024,4,2,20,,
19:22.2,disney,13,151.9400024,3,1,20,,
27:36.8,disney,14,151.9400024,3,0,20,,
34:37.2,disney,13,151.9400024,4,1,20,,
44:08.7,disney,10,151.9400024,1,1,20,,
52:24.3,disney,9,151.9400024,1,0,20,,
00:06.9,disney,10,151.9400024,0,0,20,,
07:53.7,disney,11,151.9400024,0,1,20,,
15:20.6,disney,10,151.9400024,1,0,20,,
34:48.2,disney,8,151.9400024,0,1,20,,
43:07.5,disney,12,151.9400024,2,3,20,,
51:48.7,disney,9,151.9400024,1,2,20,,
00:24.4,disney,13,151.9400024,1,1,20,,
07:36.7,disney,15,151.9400024,1,1,20,,
13:22.9,disney,13,151.9400024,2,2,20,,
19:08.0,disney,15,151.9400024,2,1,20,,
29:52.9,disney,15,151.9400024,3,2,20,,
35:38.6,disney,16,151.9400024,3,1,20,,
44:29.6,disney,18,151.9400024,3,1,20,,
51:28.6,disney,16,151.9400024,3,1,20,,
59:43.8,disney,13,151.9400024,1,0,20,,
09:16.7,disney,15,151.9400024,1,0,20,,
20:03.6,disney,15,151.9400024,0,0,20,,
28:19.8,disney,16,151.9400024,1,0,20,,
38:04.8,disney,12,151.9400024,1,0,20,,
48:52.1,disney,12,151.9400024,1,0,20,,
55:50.2,disney,9,151.9400024,1,0,20,,
01:32.7,disney,13,151.9400024,2,0,20,,
11:02.5,disney,11,151.9400024,2,0,20,,
19:47.9,disney,12,151.9400024,2,0,20,,
26:48.6,disney,13,151.9400024,1,0,20,,
35:04.4,disney,16,151.9400024,3,0,20,,
41:01.3,disney,15,151.9400024,3,0,20,,
48:29.0,disney,15,151.9400024,4,0,20,,
55:27.6,disney,13,151.9400024,4,0,20,,
02:43.8,disney,17,151.9400024,4,0,20,,
10:13.5,disney,20,151.9400024,7,0,20,,
18:28.9,disney,18,151.9400024,7,0,20,,
24:16.2,disney,11,151.9400024,5,0,20,,
30:01.0,disney,10,151.9400024,5,0,20,,
39:32.4,disney,11,151.9400024,5,0,20,,
48:05.4,disney,10,151.9400024,4,0,20,,
57:36.6,disney,8,151.9400024,4,0,20,,
04:35.3,disney,12,151.9400024,5,0,20,,
12:52.3,disney,11,151.9400024,4,0,20,,
19:52.6,disney,9,151.9400024,3,0,20,,
26:54.3,disney,7,151.9400024,2,0,20,,
38:56.1,disney,8,151.9400024,3,0,20,,
49:42.1,disney,5,151.9400024,1,0,20,,
59:14.4,disney,7,151.9400024,1,0,20,,
06:16.5,disney,13,151.9400024,1,0,20,,
18:16.5,disney,13,151.9400024,2,0,20,,
26:18.8,disney,16,151.9400024,2,0,20,,
34:15.0,disney,13,151.9400024,1,0,20,,
57:15.3,disney,13,151.9400024,1,0,20,,
03:00.7,disney,4,151.9400024,1,0,20,,
10:02.8,disney,5,151.9400024,2,0,20,,
22:07.4,disney,6,151.9400024,2,0,20,,
27:57.4,disney,5,151.9400024,2,0,20,,
35:00.0,disney,6,151.9400024,1,0,20,,
56:59.2,disney,5,151.9400024,0,0,20,,
07:46.9,disney,8,151.9400024,0,1,20,,
16:37.6,disney,9,151.9400024,0,1,20,,
27:26.6,disney,11,151.9400024,0,2,20,,
35:43.6,disney,8,151.9400024,0,2,20,,
42:43.6,disney,6,151.9400024,0,1,20,,
51:06.3,disney,5,151.9400024,0,1,20,,
00:38.5,disney,8,151.9400024,0,1,20,,
11:25.3,disney,8,151.9400024,1,1,20,,
21:31.2,disney,9,151.9400024,1,1,20,,
28:39.0,disney,8,151.9400024,1,1,20,,
35:39.9,disney,8,151.9400024,1,1,20,,
42:31.1,disney,6,151.9400024,1,0,20,,
50:12.1,disney,8,151.9400024,1,0,20,,
57:37.0,disney,7,151.9400024,1,0,20,,
04:58.3,disney,6,151.9400024,0,0,20,,
14:49.5,disney,7,151.9400024,0,0,20,,
20:37.7,disney,6,151.9400024,0,0,20,,
26:26.3,disney,6,151.9400024,0,0,20,,
38:29.1,disney,5,151.9400024,0,0,20,,
49:08.9,disney,5,151.9400024,0,0,20,,
56:12.8,disney,5,151.9400024,0,0,20,,
03:58.2,disney,9,151.9400024,2,0,20,,
12:16.5,disney,10,151.9400024,3,0,20,,
21:49.4,disney,11,151.9400024,4,2,20,,
32:04.0,disney,9,151.9400024,3,2,20,,
40:38.8,disney,8,151.9400024,2,2,20,,
52:08.6,disney,9,151.9400024,1,2,20,,
59:43.6,disney,8,151.9400024,1,2,20,,
05:31.3,disney,14,151.9400024,1,3,20,,
12:32.7,disney,12,151.9400024,1,3,20,,
19:39.3,disney,10,151.9400024,1,1,20,,
30:26.7,disney,11,151.9400024,1,2,20,,
37:30.2,disney,11,151.9400024,1,2,20,,
43:19.3,disney,9,151.9400024,1,2,20,,
49:06.6,disney,6,151.9400024,1,1,20,,
54:55.8,disney,6,151.9400024,1,1,20,,
05:42.1,disney,12,151.9400024,0,1,20,,
16:04.9,disney,13,151.9400024,0,1,20,,
23:06.0,disney,11,151.9400024,0,0,20,,
30:28.6,disney,10,151.9400024,0,2,20,,
36:15.1,disney,10,151.9400024,0,2,20,,
44:31.0,disney,9,151.9400024,0,0,20,,
50:16.8,disney,11,151.9400024,0,1,20,,
57:19.6,disney,11,151.9400024,0,1,20,,
04:20.0,disney,10,151.9400024,0,3,20,,
11:40.9,disney,9,151.9400024,1,4,20,,
24:05.3,disney,11,151.9400024,2,2,20,,
31:08.1,disney,11,151.9400024,2,2,20,,
38:25.4,disney,11,151.9400024,2,2,20,,
46:03.9,disney,6,151.9400024,2,0,20,,
57:04.1,disney,10,151.9400024,2,0,20,,
07:52.6,disney,16,151.9400024,3,0,20,,
15:32.2,disney,15,151.9400024,3,0,20,,
25:13.0,disney,15,151.9400024,2,0,20,,
33:30.5,disney,16,151.9400024,4,0,20,,
40:56.5,disney,17,151.9400024,2,0,20,,
46:45.2,disney,15,151.9400024,1,0,20,,
56:16.9,disney,18,151.9400024,2,0,20,,
04:34.4,disney,24,151.9400024,4,1,20,,
15:25.6,disney,20,151.9400024,4,0,20,,
24:58.5,disney,20,151.9400024,5,0,20,,
35:01.6,disney,18,151.9400024,5,0,20,,
42:04.7,disney,17,151.9400024,5,0,20,,
50:58.1,disney,18,151.9400024,4,0,20,,
58:49.8,disney,12,151.9400024,2,0,20,,
06:30.9,disney,17,151.9400024,3,1,20,,
16:03.4,disney,19,151.9400024,4,2,20,,
24:32.5,disney,21,151.9400024,3,2,20,,
34:43.7,disney,20,151.9400024,1,2,20,,
42:33.8,disney,19,151.9400024,1,2,20,,
52:07.3,disney,19,151.9400024,1,2,20,,
59:09.2,disney,19,151.9400024,1,1,20,,
06:38.5,disney,23,151.9400024,4,0,20,,
17:29.2,disney,23,151.9400024,4,1,20,,
28:19.4,disney,19,151.9400024,2,1,20,,
35:22.3,disney,17,151.9400024,2,1,20,,
43:46.2,disney,18,151.9400024,2,2,20,,
53:24.0,disney,19,151.9400024,3,3,20,,
01:40.4,disney,24,151.9400024,3,3,20,,
20:09.6,disney,24,151.9400024,3,2,20,,
26:47.3,disney,29,151.9400024,4,2,20,,
35:07.1,disney,28,151.9400024,7,2,20,,
45:53.7,disney,23,151.9400024,5,1,20,,
54:10.5,disney,23,151.9400024,4,1,20,,
08:03.9,disney,24,151.9400024,7,2,20,,
15:10.0,disney,22,151.9400024,8,2,20,,
26:33.3,disney,20,151.9400024,7,3,20,,
32:22.9,disney,19,151.9400024,5,2,20,,
38:43.4,disney,20,151.9400024,6,2,20,,
45:47.7,disney,18,151.9400024,6,2,20,,
52:57.3,disney,18,151.9400024,7,4,20,,
00:04.3,disney,28,151.9400024,8,4,20,,
07:06.3,disney,21,151.9400024,4,1,20,,
14:46.0,disney,19,151.9400024,4,1,20,,
20:32.2,disney,14,151.9400024,3,1,20,,
34:54.3,disney,15,151.9400024,2,1,20,,
42:11.1,disney,16,151.9400024,0,1,20,,
49:35.6,disney,14,151.9400024,0,0,20,,
00:21.6,disney,26,151.9400024,0,1,20,,
10:33.7,disney,24,151.9400024,1,0,20,,
18:02.3,disney,25,151.9400024,1,0,20,,
37:06.1,disney,27,151.9400024,2,0,20,,
45:08.9,disney,29,151.9400024,3,0,20,,
55:12.1,disney,27,151.9400024,3,0,20,,
05:07.7,disney,31,151.9400024,7,0,20,,
11:04.0,disney,31,151.9400024,6,0,20,,
20:59.3,disney,24,151.9400024,3,0,20,,
29:12.7,disney,24,151.9400024,3,0,20,,
37:29.2,disney,19,151.9400024,1,0,20,,
47:00.9,disney,16,151.9400024,3,0,20,,
56:00.9,disney,12,151.9400024,3,0,20,,
04:53.4,disney,15,151.9400024,3,0,20,,
11:21.1,disney,14,151.9400024,3,0,20,,
20:05.8,disney,17,151.9400024,4,0,20,,
27:10.3,disney,22,151.9400024,6,1,20,,
32:56.7,disney,22,151.9400024,6,1,20,,
40:52.7,disney,20,151.9400024,6,1,20,,
50:26.1,disney,22,151.9400024,7,1,20,,
00:11.5,disney,31,151.9400024,4,4,20,,
07:31.9,disney,24,151.9400024,4,3,20,,
17:03.1,disney,22,151.9400024,4,3,20,,
24:34.9,disney,18,151.9400024,3,1,20,,
31:36.1,disney,13,151.9400024,1,1,20,,
37:23.8,disney,13,151.9400024,1,1,20,,
45:55.6,disney,14,151.9400024,0,1,20,,
53:03.9,disney,16,151.9400024,0,1,20,,
00:55.7,disney,21,151.9400024,1,1,20,,
09:17.0,disney,20,151.9400024,1,0,20,,
16:17.5,disney,18,151.9400024,1,0,20,,
27:22.7,disney,17,151.9400024,2,2,20,,
33:26.6,disney,14,151.9400024,3,2,20,,
42:57.8,disney,16,151.9400024,5,2,20,,
51:13.7,disney,14,151.9400024,5,2,20,,
58:15.5,disney,14,151.9400024,5,2,20,,
05:57.8,disney,19,151.9400024,5,2,20,,
14:17.2,disney,20,151.9400024,4,1,20,,
24:35.5,disney,19,151.9400024,4,0,20,,
37:08.8,disney,19,151.9400024,3,0,20,,
46:08.9,disney,15,151.9400024,1,0,20,,
54:26.1,disney,16,151.9400024,1,0,20,,
04:59.7,disney,16,151.9400024,2,0,20,,
15:47.3,disney,16,151.9400024,2,0,20,,
25:18.7,disney,14,151.9400024,1,0,20,,
32:20.2,disney,13,151.9400024,1,0,20,,
39:22.0,disney,14,151.9400024,1,0,20,,
45:10.0,disney,13,151.9400024,1,0,20,,
50:55.4,disney,13,151.9400024,2,1,20,,
56:48.0,disney,12,151.9400024,2,1,20,,
04:28.3,disney,21,151.9400024,1,1,20,,
12:23.8,disney,18,151.9400024,1,1,20,,
20:51.3,disney,16,151.9400024,1,1,20,,
29:38.8,disney,15,151.9400024,0,1,20,,
39:12.4,disney,12,151.9400024,0,1,20,,
46:13.4,disney,10,151.9400024,1,1,20,,
52:02.1,disney,8,151.9400024,1,0,20,,
57:49.5,disney,7,151.9400024,1,0,20,,
05:31.4,disney,13,151.9400024,2,0,20,,
16:19.4,disney,15,151.9400024,2,0,20,,
25:02.2,disney,11,151.9400024,2,0,20,,
32:05.1,disney,11,151.9400024,1,0,20,,
39:09.6,disney,8,151.9400024,1,0,20,,
45:41.8,disney,8,151.9400024,1,0,20,,
55:14.6,disney,10,151.9400024,1,0,20,,
11:36.8,disney,9,151.9400024,1,0,20,,
20:15.4,disney,12,151.9400024,2,0,20,,
30:00.8,disney,10,151.9400024,2,0,20,,
37:41.6,disney,9,151.9400024,3,0,20,,
49:43.9,disney,10,151.9400024,3,0,20,,
58:01.8,disney,8,151.9400024,3,0,20,,
06:20.6,disney,17,151.9400024,3,0,20,,
17:08.8,disney,12,151.9400024,1,0,20,,
25:38.8,disney,14,151.9400024,2,0,20,,
33:20.1,disney,9,151.9400024,0,0,20,,
40:58.4,disney,9,151.9400024,0,0,20,,
49:00.4,disney,8,151.9400024,1,0,20,,
58:31.8,disney,8,151.9400024,0,0,20,,
06:50.1,disney,6,151.9400024,0,0,20,,
13:11.8,disney,9,151.9400024,0,0,20,,
24:24.9,disney,5,151.9400024,0,0,20,,
31:29.0,disney,5,151.9400024,0,0,20,,
39:46.8,disney,5,151.9400024,1,0,20,,
47:41.4,disney,6,151.9400024,0,0,20,,
57:42.0,disney,5,151.9400024,0,0,20,,
08:31.9,disney,9,151.9400024,1,0,20,,
16:11.5,disney,8,151.9400024,1,0,20,,
21:59.5,disney,8,151.9400024,0,0,20,,
29:04.1,disney,8,151.9400024,0,0,20,,
35:00.3,disney,5,151.9400024,0,0,20,,
43:17.2,disney,6,151.9400024,0,0,20,,
50:29.7,disney,7,151.9400024,0,0,20,,
57:52.6,disney,6,151.9400024,0,0,20,,
07:06.1,disney,10,151.9400024,0,0,20,,
12:53.7,disney,10,151.9400024,0,0,20,,
22:31.1,disney,10,151.9400024,1,0,20,,
30:04.1,disney,9,151.9400024,1,0,20,,
39:54.0,disney,7,151.9400024,1,0,20,,
47:07.8,disney,8,151.9400024,1,0,20,,
58:23.9,disney,10,151.9400024,1,0,20,,
07:00.9,disney,15,151.9400024,1,0,20,,
15:17.3,disney,14,151.9400024,0,0,20,,
23:42.3,disney,11,151.9400024,0,0,20,,
31:19.6,disney,12,151.9400024,0,0,20,,
38:22.2,disney,13,151.9400024,0,1,20,,
46:01.8,disney,13,151.9400024,0,1,20,,
51:49.8,disney,9,151.9400024,0,1,20,,
57:37.5,disney,8,151.9400024,0,1,20,,
05:49.2,disney,14,151.9400024,0,1,20,,
17:53.1,disney,12,151.9400024,0,1,20,,
24:57.9,disney,9,151.9400024,0,1,20,,
36:07.7,disney,8,151.9400024,1,0,20,,
41:55.5,disney,7,151.9400024,1,0,20,,
48:07.8,disney,8,151.9400024,1,0,20,,
56:53.7,disney,10,151.9400024,3,1,20,,
04:17.6,disney,12,151.9400024,3,1,20,,
12:50.5,disney,12,151.9400024,2,0,20,,
23:53.9,disney,12,151.9400024,2,0,20,,
33:58.1,disney,8,151.9400024,1,0,20,,
40:58.8,disney,9,151.9400024,3,0,20,,
48:40.3,disney,11,151.9400024,4,0,20,,
59:27.0,disney,11,151.9400024,4,0,20,,
10:16.3,disney,17,151.9400024,5,0,20,,
18:35.1,disney,20,151.9400024,7,0,20,,
26:07.5,disney,19,151.9400024,4,0,20,,
33:09.3,disney,17,151.9400024,4,0,20,,
38:57.7,disney,15,151.9400024,3,0,20,,
48:58.9,disney,17,151.9400024,3,0,20,,
56:24.9,disney,17,151.9400024,3,0,20,,
06:04.6,disney,18,151.9400024,0,0,20,,
11:52.9,disney,24,151.9400024,4,0,20,,
19:37.0,disney,22,151.9400024,5,0,20,,
26:42.7,disney,24,151.9400024,7,0,20,,
35:34.6,disney,21,151.9400024,6,0,20,,
45:06.5,disney,19,151.9400024,4,0,20,,
54:41.7,disney,17,151.9400024,4,0,20,,
01:07.0,disney,23,151.9400024,4,0,20,,
11:55.0,disney,23,151.9400024,1,1,20,,
28:30.1,disney,18,151.9400024,1,1,20,,
38:06.8,disney,16,151.9400024,1,1,20,,
46:00.7,disney,19,151.9400024,2,1,20,,
55:33.5,disney,17,151.9400024,2,0,20,,
06:12.3,disney,20,151.9400024,2,1,20,,
14:31.8,disney,21,151.9400024,2,1,20,,
21:38.5,disney,21,151.9400024,3,1,20,,
28:43.0,disney,22,151.9400024,2,1,20,,
34:41.6,disney,24,151.9400024,1,0,20,,
42:12.3,disney,21,151.9400024,2,0,20,,
49:55.8,disney,19,151.9400024,4,0,20,,
56:59.2,disney,22,151.9400024,3,0,20,,
02:54.9,disney,24,151.9400024,3,0,20,,
13:03.0,disney,25,151.9400024,4,0,20,,
21:44.5,disney,20,151.9400024,4,0,20,,
30:03.5,disney,20,151.9400024,4,0,20,,
37:25.3,disney,17,150.1399994,2,0,20,,
43:12.3,disney,19,150.5800018,2,0,20,,
50:50.6,disney,18,150.5050049,3,0,20,,
58:01.9,disney,17,151.1900024,3,0,20,,
07:54.4,disney,27,152.3200073,2,0,20,,
15:10.5,disney,29,152.1300049,3,0,20,,
20:56.9,disney,27,151.9450073,3,0,20,,
33:38.0,disney,28,151.9425049,2,0,20,,
43:12.1,disney,29,151.5399933,0,0,20,,
51:30.4,disney,29,151.8224945,1,0,20,,
59:43.1,disney,31,152.1699982,1,0,20,,
10:32.6,disney,35,152.2700958,1,1,20,,
18:33.8,disney,29,152.7100067,1,1,20,,
27:25.7,disney,25,152.5599976,1,1,20,,
35:09.7,disney,22,152.0200043,0,1,20,,
44:54.4,disney,28,152.6199951,4,2,20,,
52:07.7,disney,26,153,2,3,20,,
00:41.1,disney,40,152.6799927,7,5,20,,
07:48.0,disney,33,152.3350067,7,3,20,,
16:09.5,disney,30,152.5299988,6,3,20,,
23:22.6,disney,27,153.0498962,5,3,20,,
29:12.9,disney,22,152.9149933,6,3,20,,
37:36.7,disney,21,152.8699951,5,2,20,,
44:51.4,disney,19,152.8504944,3,0,20,,
52:27.3,disney,23,152.5500031,5,0,20,,
04:31.1,disney,40,152.4799957,7,2,20,,
13:07.8,disney,34,152.4400024,8,2,20,,
18:57.5,disney,37,152.8000031,9,1,20,,
24:47.6,disney,39,152.4199066,6,1,20,,
32:06.0,disney,30,152.6600037,3,1,20,,
44:29.3,disney,31,152.9199982,5,1,20,,
51:45.1,disney,30,152.6399994,4,0,20,,
59:13.5,disney,24,152.5200043,3,0,20,,
06:24.2,disney,43,152.7749939,4,1,20,,
26:44.0,disney,28,152.3699951,4,1,20,,
34:52.5,disney,26,152.6600037,2,1,20,,
