Datetime,Search,Article_Count,Stock_value,Pos_Words,Neg_Words,YouTube_Vids,YT_Pos_Words,YT_Neg_Words
2022-02-06 04:09:19.728195,disney,7,142.02000427246094,0,0,20,0,0
2022-02-06 04:15:07.845035,disney,7,142.02000427246094,0,0,20,0,0
2022-02-06 04:20:50.705268,disney,8,142.02000427246094,0,0,20,0,0
2022-02-06 04:26:35.530960,disney,8,142.02000427246094,0,0,20,0,0
2022-02-06 04:32:20.279845,disney,9,142.02000427246094,0,0,20,0,0
2022-02-06 04:38:04.154484,disney,10,142.02000427246094,0,0,20,0,0
2022-02-06 04:43:50.305744,disney,10,142.02000427246094,0,0,20,0,0
2022-02-06 04:49:35.908362,disney,11,142.02000427246094,0,0,20,0,0
2022-02-06 04:55:23.688002,disney,11,142.02000427246094,0,0,20,0,0
2022-02-06 05:01:08.046721,disney,13,142.02000427246094,0,0,20,0,0
2022-02-06 05:06:56.219499,disney,14,142.02000427246094,2,0,20,0,0
2022-02-06 05:12:40.888427,disney,13,142.02000427246094,2,0,20,0,0
2022-02-06 05:18:27.705435,disney,12,142.02000427246094,2,0,20,0,0
2022-02-06 05:24:13.664840,disney,13,142.02000427246094,2,0,20,0,0
2022-02-06 05:29:59.148227,disney,12,142.02000427246094,2,0,20,0,0
2022-02-06 05:35:47.968120,disney,13,142.02000427246094,2,0,20,0,0
2022-02-06 05:41:33.636827,disney,13,142.02000427246094,2,0,20,0,0
2022-02-06 05:47:20.528117,disney,13,142.02000427246094,2,0,20,0,0
2022-02-06 05:53:07.713450,disney,13,142.02000427246094,2,0,20,0,0
2022-02-06 05:58:51.438797,disney,13,142.02000427246094,3,0,20,0,0
2022-02-06 06:04:36.386847,disney,10,142.02000427246094,1,0,20,0,0
2022-02-06 06:10:23.160959,disney,8,142.02000427246094,2,0,20,1,0
2022-02-06 06:16:09.001850,disney,7,142.02000427246094,2,2,20,0,0
2022-02-06 06:21:54.805857,disney,10,142.02000427246094,2,2,20,0,0
2022-02-06 06:27:41.128603,disney,12,142.02000427246094,2,4,20,0,0
2022-02-06 06:33:26.387511,disney,12,142.02000427246094,2,2,20,0,0
2022-02-06 06:39:13.841637,disney,13,142.02000427246094,2,2,20,0,0
2022-02-06 06:44:59.486472,disney,12,142.02000427246094,1,2,20,0,0
2022-02-06 06:50:48.185059,disney,10,142.02000427246094,1,2,20,0,0
2022-02-06 06:56:33.965395,disney,13,142.02000427246094,1,2,20,0,0
2022-02-06 07:02:19.497666,disney,14,142.02000427246094,0,4,20,0,0
2022-02-06 07:08:05.176367,disney,18,142.02000427246094,3,5,20,1,0
2022-02-06 07:13:51.188983,disney,22,142.02000427246094,5,5,20,1,0
2022-02-06 07:19:36.437980,disney,19,142.02000427246094,3,5,20,1,0
2022-02-06 07:25:25.106239,disney,19,142.02000427246094,3,5,20,1,0
2022-02-06 07:31:11.348046,disney,18,142.02000427246094,4,5,20,1,0
2022-02-06 07:37:00.864207,disney,16,142.02000427246094,4,5,20,1,0
2022-02-06 07:42:46.328894,disney,18,142.02000427246094,4,5,20,1,0
2022-02-06 07:48:35.346389,disney,20,142.02000427246094,4,5,20,1,0
2022-02-06 07:54:23.559303,disney,19,142.02000427246094,3,7,20,1,0
2022-02-06 08:00:11.203985,disney,15,142.02000427246094,2,4,20,1,0
2022-02-06 08:06:00.853444,disney,18,142.02000427246094,1,2,20,0,0
2022-02-06 08:11:48.052210,disney,20,142.02000427246094,1,0,20,1,0
2022-02-06 08:17:35.708125,disney,18,142.02000427246094,1,0,20,0,0
2022-02-06 08:23:25.004212,disney,17,142.02000427246094,1,0,20,0,0
2022-02-06 08:29:12.752107,disney,19,142.02000427246094,1,0,20,0,0
2022-02-06 08:34:59.820581,disney,18,142.02000427246094,1,1,20,0,0
2022-02-06 08:40:47.119592,disney,13,142.02000427246094,1,1,20,0,0
2022-02-06 08:46:32.320285,disney,15,142.02000427246094,1,1,21,0,0
2022-02-06 08:52:18.619603,disney,19,142.02000427246094,2,2,20,0,0
2022-02-06 08:58:08.122119,disney,24,142.02000427246094,3,2,20,0,0
2022-02-06 09:03:53.558498,disney,30,142.02000427246094,6,2,20,0,0
2022-02-06 09:09:43.233450,disney,32,142.02000427246094,5,2,20,0,0
2022-02-06 09:15:34.265775,disney,29,142.02000427246094,4,2,20,0,0
2022-02-06 09:21:23.438577,disney,26,142.02000427246094,3,2,20,0,0
2022-02-06 09:27:08.898533,disney,26,142.02000427246094,3,2,20,0,0
2022-02-06 09:32:55.482467,disney,22,142.02000427246094,3,1,20,0,0
2022-02-06 09:38:41.842904,disney,22,142.02000427246094,3,0,20,0,0
2022-02-06 09:44:29.129944,disney,20,142.02000427246094,2,1,20,0,0
2022-02-06 09:50:13.270646,disney,16,142.02000427246094,2,1,20,0,0
2022-02-06 09:56:00.871561,disney,14,142.02000427246094,1,1,20,0,0
2022-02-06 10:01:47.014986,disney,17,142.02000427246094,0,1,20,0,0
2022-02-06 10:07:36.638236,disney,20,142.02000427246094,1,2,20,0,0
2022-02-06 10:13:25.822787,disney,24,142.02000427246094,2,2,20,0,0
2022-02-06 10:19:14.271130,disney,25,142.02000427246094,2,2,20,0,0
2022-02-06 10:25:00.424416,disney,22,142.02000427246094,1,3,20,0,0
2022-02-06 10:30:49.362528,disney,20,142.02000427246094,1,3,21,0,0
2022-02-06 10:36:36.690272,disney,16,142.02000427246094,1,3,20,0,0
2022-02-06 10:42:22.784253,disney,16,142.02000427246094,1,2,20,0,0
2022-02-06 10:48:10.138386,disney,17,142.02000427246094,1,2,20,0,0
2022-02-06 10:53:54.380755,disney,17,142.02000427246094,1,2,20,0,0
2022-02-06 10:59:39.250560,disney,15,142.02000427246094,1,2,20,0,0
2022-02-06 11:05:26.158869,disney,19,142.02000427246094,2,1,20,0,0
2022-02-06 11:11:16.783677,disney,20,142.02000427246094,3,1,20,0,0
2022-02-06 11:17:03.567394,disney,19,142.02000427246094,3,0,20,0,0
2022-02-06 11:22:50.246972,disney,18,142.02000427246094,3,0,20,0,0
2022-02-06 11:28:38.250990,disney,18,142.02000427246094,3,0,20,0,0
2022-02-06 11:34:24.100009,disney,18,142.02000427246094,3,0,20,0,0
2022-02-06 11:40:11.031839,disney,17,142.02000427246094,3,0,20,0,0
2022-02-06 11:46:00.324241,disney,20,142.02000427246094,3,0,20,0,0
2022-02-06 11:51:47.791041,disney,24,142.02000427246094,5,0,20,0,0
2022-02-06 11:57:32.716962,disney,21,142.02000427246094,4,0,20,0,0
2022-02-06 12:03:18.368548,disney,29,142.02000427246094,5,0,20,0,1
2022-02-06 12:09:03.723119,disney,24,142.02000427246094,5,0,20,0,1
2022-02-06 12:14:49.899567,disney,26,142.02000427246094,6,0,20,0,1
2022-02-06 12:20:37.563626,disney,29,142.02000427246094,7,0,20,0,1
2022-02-06 12:26:23.501670,disney,26,142.02000427246094,7,0,20,0,1
2022-02-06 12:32:09.554951,disney,25,142.02000427246094,7,0,20,0,0
2022-02-06 12:37:58.541474,disney,25,142.02000427246094,8,0,20,0,0
2022-02-06 12:43:46.087645,disney,23,142.02000427246094,7,0,20,0,0
2022-02-06 12:49:33.079840,disney,19,142.02000427246094,5,0,20,0,0
2022-02-06 12:55:22.745539,disney,19,142.02000427246094,6,0,20,0,0
2022-02-06 13:01:13.395674,disney,23,142.02000427246094,7,2,20,0,1
2022-02-06 13:07:04.853238,disney,28,142.02000427246094,6,3,20,0,0
2022-02-06 13:12:54.217552,disney,25,142.02000427246094,5,4,20,0,0
2022-02-06 13:18:41.700554,disney,27,142.02000427246094,5,4,20,0,0
2022-02-06 13:24:28.443857,disney,26,142.02000427246094,5,4,20,0,0
2022-02-06 13:30:14.137181,disney,21,142.02000427246094,3,3,20,0,0
2022-02-06 13:36:01.706204,disney,24,142.02000427246094,4,3,20,0,0
2022-02-06 13:41:49.928014,disney,24,142.02000427246094,3,3,20,0,0
2022-02-06 13:47:38.698152,disney,23,142.02000427246094,3,3,20,0,0
2022-02-06 13:53:25.427338,disney,23,142.02000427246094,2,3,20,0,0
2022-02-06 13:59:14.096682,disney,23,142.02000427246094,2,2,20,0,0
2022-02-06 14:05:01.561478,disney,22,142.02000427246094,2,2,20,0,0
2022-02-06 14:10:48.447568,disney,23,142.02000427246094,1,2,20,0,0
2022-02-06 14:16:35.938228,disney,25,142.02000427246094,1,2,20,0,0
2022-02-06 14:22:20.183117,disney,26,142.02000427246094,3,2,20,0,0
2022-02-06 14:28:06.674811,disney,28,142.02000427246094,2,2,20,0,0
2022-02-06 14:33:53.202978,disney,23,142.02000427246094,2,2,20,0,0
2022-02-06 14:39:39.319066,disney,23,142.02000427246094,2,2,20,0,0
2022-02-06 14:45:26.883675,disney,20,142.02000427246094,2,1,20,0,0
2022-02-06 14:51:16.950055,disney,20,142.02000427246094,2,1,20,0,0
2022-02-06 14:57:05.068918,disney,18,142.02000427246094,2,1,20,0,1
2022-02-06 15:02:50.583820,disney,26,142.02000427246094,4,1,20,0,0
2022-02-06 15:08:37.446777,disney,23,142.02000427246094,4,0,20,0,0
2022-02-06 15:14:23.161936,disney,24,142.02000427246094,4,0,20,0,1
2022-02-06 15:20:07.823502,disney,23,142.02000427246094,4,0,20,0,1
2022-02-06 15:25:55.451012,disney,22,142.02000427246094,2,0,20,0,1
2022-02-06 15:31:43.114841,disney,19,142.02000427246094,2,0,20,0,1
2022-02-06 15:37:28.672795,disney,18,142.02000427246094,2,0,20,0,1
2022-02-06 15:43:17.915049,disney,20,142.02000427246094,2,0,20,0,1
2022-02-06 15:49:09.621327,disney,22,142.02000427246094,2,0,20,0,1
2022-02-06 15:54:57.537223,disney,23,142.02000427246094,2,0,20,0,0
2022-02-06 16:00:44.472427,disney,23,142.02000427246094,1,2,20,1,0
2022-02-06 16:06:33.486868,disney,22,142.02000427246094,4,2,20,1,0
2022-02-06 16:12:20.640728,disney,22,142.02000427246094,4,2,20,1,0
2022-02-06 16:18:07.799393,disney,18,142.02000427246094,4,2,20,1,0
2022-02-06 16:23:54.798244,disney,17,142.02000427246094,4,2,20,1,0
2022-02-06 16:29:40.577086,disney,16,142.02000427246094,4,2,20,1,0
2022-02-06 16:35:26.067502,disney,17,142.02000427246094,4,2,20,1,0
2022-02-06 16:41:13.199115,disney,15,142.02000427246094,4,2,20,0,0
2022-02-06 16:46:59.320157,disney,14,142.02000427246094,5,2,20,1,0
2022-02-06 16:52:44.777410,disney,12,142.02000427246094,5,2,20,1,0
2022-02-06 16:58:28.366770,disney,13,142.02000427246094,5,0,20,1,0
2022-02-06 17:04:15.296769,disney,14,142.02000427246094,2,1,20,1,0
2022-02-06 17:09:59.144497,disney,15,142.02000427246094,2,1,20,1,0
2022-02-06 17:15:45.896290,disney,15,142.02000427246094,2,1,20,0,0
2022-02-06 17:21:36.053376,disney,14,142.02000427246094,2,1,20,0,0
2022-02-06 17:27:22.616533,disney,11,142.02000427246094,2,1,20,0,0
2022-02-06 17:33:08.947662,disney,13,142.02000427246094,3,1,20,0,0
2022-02-06 17:38:53.900514,disney,14,142.02000427246094,2,1,20,0,0
2022-02-06 17:44:39.940328,disney,17,142.02000427246094,2,1,20,0,0
2022-02-06 17:50:25.917673,disney,17,142.02000427246094,1,1,20,0,0
2022-02-06 17:56:15.166257,disney,15,142.02000427246094,1,1,20,1,0
2022-02-06 18:02:00.592017,disney,14,142.02000427246094,1,0,20,0,0
2022-02-06 18:07:49.092518,disney,15,142.02000427246094,1,0,20,0,0
2022-02-06 18:13:37.951883,disney,17,142.02000427246094,1,1,20,0,0
2022-02-06 18:19:24.249570,disney,20,142.02000427246094,1,1,20,0,0
2022-02-06 18:25:11.619480,disney,18,142.02000427246094,0,1,20,0,0
2022-02-06 18:30:59.779928,disney,18,142.02000427246094,0,1,20,0,0
2022-02-06 18:36:47.143669,disney,13,142.02000427246094,0,1,20,0,0
2022-02-06 18:42:33.938895,disney,12,142.02000427246094,1,1,20,0,0
2022-02-06 18:48:18.467673,disney,11,142.02000427246094,2,1,20,0,0
2022-02-06 18:54:06.339265,disney,12,142.02000427246094,2,1,20,0,0
2022-02-06 18:59:51.892126,disney,10,142.02000427246094,2,1,20,0,0
2022-02-06 19:05:39.007347,disney,19,142.02000427246094,3,1,20,0,0
2022-02-06 19:11:27.931590,disney,17,142.02000427246094,3,0,20,0,0
2022-02-06 19:17:16.676328,disney,16,142.02000427246094,2,0,20,0,0
2022-02-06 19:23:03.437752,disney,22,142.02000427246094,2,1,20,0,0
2022-02-06 19:28:51.620291,disney,20,142.02000427246094,1,2,20,0,0
2022-02-06 19:34:38.528260,disney,18,142.02000427246094,1,2,20,0,0
2022-02-06 19:40:24.909815,disney,17,142.02000427246094,0,2,20,0,0
2022-02-06 19:46:12.991113,disney,16,142.02000427246094,0,2,20,0,0
2022-02-06 19:51:58.328672,disney,15,142.02000427246094,0,2,20,0,0
2022-02-06 19:57:43.818813,disney,18,142.02000427246094,0,2,20,0,0
2022-02-06 20:03:31.157101,disney,20,142.02000427246094,2,1,20,0,0
2022-02-06 20:09:20.317901,disney,20,142.02000427246094,2,1,20,0,0
2022-02-06 20:15:07.247892,disney,22,142.02000427246094,2,1,20,0,0
2022-02-06 20:20:52.119184,disney,20,142.02000427246094,2,1,20,0,0
2022-02-06 20:26:40.103829,disney,19,142.02000427246094,2,0,20,0,0
2022-02-06 20:32:25.085881,disney,16,142.02000427246094,2,0,20,0,0
2022-02-06 20:38:11.256521,disney,17,142.02000427246094,2,0,20,0,0
2022-02-06 20:43:59.614886,disney,17,142.02000427246094,3,1,20,0,0
2022-02-06 20:49:45.615985,disney,13,142.02000427246094,3,1,20,0,0
2022-02-06 20:55:33.892085,disney,16,142.02000427246094,3,1,20,0,0
2022-02-06 21:01:22.332034,disney,21,142.02000427246094,1,2,20,0,0
2022-02-06 21:07:10.892257,disney,19,142.02000427246094,0,3,20,0,0
2022-02-06 21:12:59.119926,disney,20,142.02000427246094,0,3,20,0,0
2022-02-06 21:18:45.441676,disney,15,142.02000427246094,0,2,20,0,0
2022-02-06 21:24:32.889482,disney,13,142.02000427246094,0,2,20,0,0
2022-02-06 21:30:18.857487,disney,11,142.02000427246094,0,2,20,0,0
2022-02-06 21:36:02.789275,disney,8,142.02000427246094,0,2,20,0,0
2022-02-06 21:41:53.311361,disney,7,142.02000427246094,0,0,20,0,0
2022-02-06 21:47:43.565644,disney,6,142.02000427246094,0,0,20,0,0
2022-02-06 21:53:28.552603,disney,3,142.02000427246094,0,0,20,0,0
2022-02-06 22:00:30.332798,disney,6,142.02000427246094,0,0,20,0,0
2022-02-06 22:13:26.273148,disney,14,142.02000427246094,1,1,20,0,0
2022-02-06 22:19:14.082661,disney,15,142.02000427246094,1,1,20,0,0
2022-02-06 22:25:00.800300,disney,15,142.02000427246094,1,1,20,0,0
2022-02-06 22:30:47.858745,disney,16,142.02000427246094,1,1,20,0,0
2022-02-06 22:36:37.157174,disney,15,142.02000427246094,1,1,20,0,0
2022-02-06 22:42:26.009603,disney,15,142.02000427246094,1,1,20,0,0
2022-02-06 22:48:38.872221,disney,17,142.02000427246094,1,1,20,0,0
2022-02-06 22:54:24.932394,disney,17,142.02000427246094,1,2,20,0,0
2022-02-06 23:00:11.027428,disney,19,142.02000427246094,1,1,20,0,0
2022-02-06 23:06:39.914446,disney,16,142.02000427246094,0,2,20,0,0
2022-02-06 23:12:25.198076,disney,15,142.02000427246094,0,2,20,0,0
2022-02-06 23:18:10.690346,disney,12,142.02000427246094,0,2,20,0,0
2022-02-06 23:23:57.751285,disney,15,142.02000427246094,1,2,20,0,0
2022-02-06 23:29:44.081870,disney,13,142.02000427246094,1,1,20,0,0
2022-02-06 23:35:31.040775,disney,13,142.02000427246094,1,2,20,0,0
2022-02-06 23:41:17.929771,disney,9,142.02000427246094,0,1,20,0,0
2022-02-06 23:47:08.418943,disney,9,142.02000427246094,0,1,20,0,0
2022-02-06 23:53:27.662511,disney,8,142.02000427246094,0,1,20,0,0
2022-02-06 23:59:13.392152,disney,8,142.02000427246094,0,1,20,0,0
2022-02-07 00:04:59.376420,disney,12,142.02000427246094,2,1,20,0,0
2022-02-07 00:10:45.422239,disney,9,142.02000427246094,1,1,20,0,0
2022-02-07 00:16:34.560098,disney,9,142.02000427246094,2,1,20,0,0
2022-02-07 00:22:19.913358,disney,6,142.02000427246094,2,1,20,0,0
2022-02-07 00:28:05.504942,disney,6,142.02000427246094,1,1,20,0,0
2022-02-07 00:33:53.023994,disney,4,142.02000427246094,1,0,20,0,0
2022-02-07 00:39:37.120647,disney,6,142.02000427246094,2,0,20,0,0
2022-02-07 00:45:24.057307,disney,7,142.02000427246094,2,0,20,0,0
2022-02-07 00:51:07.443695,disney,7,142.02000427246094,2,0,20,0,0
2022-02-07 00:56:54.515838,disney,6,142.02000427246094,1,0,20,0,0
2022-02-07 01:02:40.324955,disney,11,142.02000427246094,0,0,20,0,0
2022-02-07 01:08:28.108964,disney,16,142.02000427246094,2,0,20,0,0
2022-02-07 01:14:16.081909,disney,14,142.02000427246094,2,0,21,0,0
2022-02-07 01:20:02.452622,disney,13,142.02000427246094,2,0,20,0,0
2022-02-07 01:25:47.167908,disney,10,142.02000427246094,2,0,20,0,0
2022-02-07 01:31:38.171598,disney,11,142.02000427246094,2,0,20,0,0
2022-02-07 01:37:23.892793,disney,11,142.02000427246094,2,0,20,0,0
2022-02-07 01:43:10.603000,disney,12,142.02000427246094,1,0,20,0,0
2022-02-07 01:48:57.549294,disney,10,142.02000427246094,1,0,20,0,0
2022-02-07 01:54:45.455659,disney,13,142.02000427246094,1,0,20,0,0
2022-02-07 02:00:31.288504,disney,18,142.02000427246094,1,0,20,0,0
2022-02-07 02:06:18.291968,disney,15,142.02000427246094,3,0,20,0,0
2022-02-07 02:12:05.297301,disney,13,142.02000427246094,2,1,20,0,0
2022-02-07 02:17:52.729336,disney,12,142.02000427246094,2,1,20,0,0
2022-02-07 02:23:37.438452,disney,12,142.02000427246094,2,1,20,0,0
2022-02-07 02:29:26.082626,disney,12,142.02000427246094,3,3,20,0,0
2022-02-07 02:35:14.487595,disney,14,142.02000427246094,3,3,20,0,0
2022-02-07 02:41:01.176929,disney,11,142.02000427246094,3,3,20,0,0
2022-02-07 02:46:49.912465,disney,13,142.02000427246094,3,3,20,0,0
2022-02-07 02:52:36.822448,disney,13,142.02000427246094,3,2,20,0,0
2022-02-07 02:58:22.109350,disney,11,142.02000427246094,3,2,20,0,0
2022-02-07 03:04:08.803317,disney,19,142.02000427246094,1,5,20,0,0
2022-02-07 03:09:59.764360,disney,15,142.02000427246094,1,4,20,0,0
2022-02-07 03:15:46.113477,disney,15,142.02000427246094,1,4,20,0,0
2022-02-07 03:21:33.872434,disney,19,142.02000427246094,2,4,20,0,0
2022-02-07 03:27:19.015706,disney,17,142.02000427246094,2,1,20,0,0
2022-02-07 03:33:05.172483,disney,15,142.02000427246094,2,1,20,0,0
2022-02-07 03:38:53.305551,disney,17,142.02000427246094,2,1,20,0,0
2022-02-07 03:44:38.953408,disney,19,142.02000427246094,3,1,20,0,0
2022-02-07 03:50:27.155881,disney,18,142.02000427246094,4,2,20,0,0
2022-02-07 03:56:14.243118,disney,18,142.02000427246094,4,2,20,0,0
2022-02-07 04:02:01.941620,disney,24,142.02000427246094,4,2,20,0,0
2022-02-07 04:07:51.314503,disney,24,142.02000427246094,4,4,20,0,0
2022-02-07 04:13:39.633757,disney,23,142.02000427246094,3,4,20,0,0
2022-02-07 04:19:26.500493,disney,23,142.02000427246094,4,3,20,0,0
2022-02-07 04:25:13.623148,disney,18,142.02000427246094,2,4,20,0,0
2022-02-07 04:31:01.457190,disney,18,142.02000427246094,3,4,20,0,0
2022-02-07 04:36:53.429583,disney,15,142.02000427246094,3,4,20,0,0
2022-02-07 04:42:41.590777,disney,13,142.02000427246094,3,3,20,0,0
2022-02-07 04:48:29.050909,disney,12,142.02000427246094,3,3,20,0,0
2022-02-07 04:54:17.859660,disney,13,142.02000427246094,3,4,20,0,0
2022-02-07 05:00:05.089266,disney,18,142.02000427246094,4,4,20,0,0
2022-02-07 05:05:54.024188,disney,20,142.02000427246094,3,2,20,0,0
2022-02-07 05:11:45.415440,disney,21,142.02000427246094,2,2,20,0,0
2022-02-07 05:17:32.562632,disney,17,142.02000427246094,1,1,20,0,0
2022-02-07 05:23:22.747817,disney,17,142.02000427246094,1,1,20,0,0
2022-02-07 05:29:11.732758,disney,23,142.02000427246094,4,1,20,0,0
2022-02-07 05:34:59.420185,disney,21,142.02000427246094,4,1,20,0,0
2022-02-07 05:40:49.287866,disney,21,142.02000427246094,4,2,20,1,0
2022-02-07 05:46:47.204893,disney,19,142.02000427246094,2,2,20,1,0
2022-02-07 05:52:42.343275,disney,20,142.02000427246094,3,1,20,1,0
2022-02-07 05:58:31.511804,disney,23,142.02000427246094,5,1,20,1,0
2022-02-07 06:04:20.790489,disney,30,142.02000427246094,5,1,20,0,0
2022-02-07 06:10:09.644249,disney,30,142.02000427246094,6,1,20,0,0
2022-02-07 06:15:59.762474,disney,27,142.02000427246094,5,1,20,1,0
2022-02-07 06:21:52.752016,disney,27,142.02000427246094,5,1,20,1,0
2022-02-07 06:27:41.457819,disney,24,142.02000427246094,6,1,20,0,0
2022-02-07 06:33:29.360450,disney,26,142.02000427246094,6,1,20,0,0
2022-02-07 06:39:20.356169,disney,22,142.02000427246094,4,1,23,0,0
2022-02-07 06:45:09.336883,disney,25,142.02000427246094,5,0,20,0,0
2022-02-07 06:50:58.541487,disney,25,142.02000427246094,7,0,20,0,0
2022-02-07 06:56:52.525844,disney,25,142.02000427246094,7,0,20,0,0
2022-02-07 07:02:43.031531,disney,37,142.02000427246094,11,1,20,0,0
2022-02-07 07:08:32.384218,disney,37,142.02000427246094,12,0,20,0,0
2022-02-07 07:14:22.351704,disney,33,142.02000427246094,12,0,20,0,0
2022-02-07 07:20:09.367184,disney,32,142.02000427246094,15,0,20,0,0
2022-02-07 07:25:59.632393,disney,31,142.02000427246094,11,0,20,0,0
2022-02-07 07:31:48.878383,disney,32,143.4199981689453,10,0,20,0,0
2022-02-07 07:37:37.785170,disney,32,143.73809814453125,8,0,20,0,0
2022-02-07 07:43:28.934012,disney,29,143.4199981689453,5,0,20,0,0
2022-02-07 07:49:16.348417,disney,25,143.55499267578125,5,0,20,0,0
2022-02-07 07:55:03.243245,disney,23,143.35000610351562,3,0,20,0,0
2022-02-07 08:00:51.458139,disney,30,143.32000732421875,4,0,20,1,0
2022-02-07 08:06:38.993135,disney,33,142.97999572753906,5,0,20,1,0
2022-02-07 08:12:30.084430,disney,37,142.4459991455078,5,1,20,0,0
2022-02-07 08:18:20.776564,disney,39,142.10000610351562,5,1,20,0,0
2022-02-07 08:24:10.079130,disney,32,142.77589416503906,2,0,20,1,0
2022-02-07 08:29:56.381391,disney,29,142.7949981689453,3,0,20,0,0
2022-02-07 08:35:48.602338,disney,33,142.61000061035156,5,0,20,1,0
2022-02-07 08:41:38.179879,disney,31,142.6781005859375,5,0,20,1,0
2022-02-07 08:47:32.279939,disney,31,142.80999755859375,5,0,20,0,0
2022-02-07 08:53:19.424176,disney,31,142.7899932861328,5,0,20,1,0
2022-02-07 08:59:07.146828,disney,29,142.50999450683594,5,1,20,1,0
2022-02-07 09:05:00.635482,disney,38,142.2449951171875,6,2,20,0,0
2022-02-07 09:10:49.294625,disney,39,142.1887969970703,6,3,20,0,0
2022-02-07 09:16:39.408604,disney,37,142.57000732421875,7,2,20,0,0
2022-02-07 09:22:30.254530,disney,41,142.6649932861328,7,2,20,0,0
2022-02-07 09:28:21.258715,disney,39,142.72000122070312,5,2,20,0,0
2022-02-07 09:35:25.041010,disney,36,142.48269653320312,3,1,20,0,0
2022-02-07 09:41:13.060608,disney,36,142.11000061035156,3,1,20,0,0
2022-02-07 09:48:17.988377,disney,32,142.0500030517578,3,1,20,0,0
2022-02-07 09:54:06.387688,disney,31,142.08999633789062,3,0,20,0,0
2022-02-07 09:59:55.821068,disney,32,142.5,3,0,20,0,0
2022-02-07 10:05:44.712715,disney,43,142.4199981689453,4,0,20,0,0
2022-02-07 10:11:32.280854,disney,39,142.3800048828125,2,1,20,0,0
2022-02-07 10:17:22.594134,disney,33,142.60000610351562,2,1,20,0,0
2022-02-07 10:23:09.656915,disney,32,142.64500427246094,4,1,20,0,0
2022-02-07 10:28:56.187877,disney,33,142.3800048828125,3,4,20,0,0
2022-02-07 10:34:45.396911,disney,33,142.27499389648438,4,3,20,0,0
2022-02-07 10:40:33.545948,disney,31,141.9550018310547,4,3,20,0,0
2022-02-07 10:46:24.004453,disney,30,141.875,4,4,20,0,0
2022-02-07 10:52:13.809312,disney,28,141.85899353027344,3,3,20,0,0
2022-02-07 10:58:04.523540,disney,29,141.75999450683594,3,3,20,0,0
2022-02-07 11:03:54.608465,disney,37,141.69000244140625,5,3,20,0,0
2022-02-07 11:09:41.807072,disney,34,141.99049377441406,3,3,20,0,0
2022-02-07 11:15:30.795498,disney,33,142.1199951171875,2,4,20,0,0
2022-02-07 11:21:21.841375,disney,29,142.04330444335938,1,2,20,0,0
2022-02-07 11:27:12.338602,disney,32,142.01499938964844,2,4,20,0,0
2022-02-07 11:33:04.001490,disney,33,142.16839599609375,1,5,20,0,0
2022-02-07 11:38:50.638940,disney,33,142.27000427246094,1,4,20,0,0
2022-02-07 11:44:38.986485,disney,27,142.4199981689453,2,3,20,0,0
2022-02-07 11:50:30.452207,disney,31,142.0800018310547,2,3,20,0,0
2022-02-07 11:56:19.676301,disney,36,142.14999389648438,3,3,20,0,0
2022-02-07 12:02:10.732974,disney,50,142.19000244140625,6,6,20,0,0
2022-02-07 12:08:00.831087,disney,50,142.1199951171875,4,6,20,0,0
2022-02-07 12:13:49.256249,disney,47,142.24000549316406,4,6,20,0,0
2022-02-07 12:19:39.961091,disney,52,142.42999267578125,4,6,20,0,0
2022-02-07 12:25:26.537581,disney,44,142.52000427246094,4,5,20,0,0
2022-02-07 12:31:13.560684,disney,42,142.75,3,4,20,0,0
2022-02-07 12:36:59.712457,disney,38,142.8800048828125,3,2,20,0,0
2022-02-07 12:42:48.973546,disney,34,142.92999267578125,3,2,20,0,0
2022-02-07 12:48:36.726709,disney,32,142.86000061035156,4,3,20,0,0
2022-02-07 12:54:25.729258,disney,28,142.86500549316406,2,3,20,0,0
2022-02-07 13:00:13.341636,disney,29,142.82000732421875,2,4,20,0,0
2022-02-07 13:06:01.862154,disney,36,142.97999572753906,3,4,20,0,1
2022-02-07 13:11:51.063775,disney,36,143.1300048828125,2,3,20,0,1
2022-02-07 13:17:42.292486,disney,34,143.25999450683594,2,2,20,0,1
2022-02-07 13:23:33.306568,disney,33,143.1300048828125,2,2,20,0,1
2022-02-07 13:29:20.902699,disney,33,142.80999755859375,2,3,20,0,1
2022-02-07 13:35:07.900263,disney,35,142.7790069580078,1,3,20,0,2
2022-02-07 13:41:00.414232,disney,33,142.4199981689453,3,5,20,0,2
2022-02-07 13:46:51.551571,disney,35,142.49000549316406,3,4,20,0,2
2022-02-07 13:52:40.012458,disney,36,142.27000427246094,3,5,20,0,2
2022-02-07 13:58:30.015283,disney,34,142.3699951171875,3,5,20,0,3
2022-02-07 14:04:18.315717,disney,37,142.44500732421875,4,3,20,0,2
2022-02-07 14:10:19.146765,disney,35,142.44500732421875,3,3,20,0,1
2022-02-07 14:16:05.546942,disney,42,142.47999572753906,3,3,20,0,1
2022-02-07 14:21:53.058405,disney,43,142.50999450683594,3,3,20,0,1
2022-02-07 14:27:44.349033,disney,42,142.50999450683594,3,4,20,0,1
2022-02-07 14:33:42.008750,disney,45,142.50999450683594,5,4,20,0,1
2022-02-07 14:39:29.588136,disney,44,142.50999450683594,6,5,20,0,0
2022-02-07 14:45:22.420876,disney,35,142.50999450683594,7,1,20,0,0
