2022-01-03 15:26:45.203950,google,14,2901.489990234375
2022-01-03 15:32:13.163665,google,12,2901.489990234375
2022-01-03 15:37:41.041378,google,11,2901.489990234375
2022-01-03 15:50:45.141154,google,9,2901.489990234375
2022-01-03 15:57:22.751424,google,7,2901.489990234375
2022-01-03 16:02:49.345762,google,14,2901.489990234375
2022-01-03 16:08:17.684634,google,11,2901.489990234375
2022-01-03 16:33:00.723791,google,8,2901.489990234375
2022-01-03 16:38:29.228454,google,10,2901.489990234375
2022-01-03 16:50:20.961545,google,11,2901.489990234375
2022-01-03 16:55:48.467543,google,10,2901.489990234375
2022-01-03 17:07:41.494196,google,12,2901.489990234375
2022-01-03 17:13:09.439698,google,13,2901.489990234375
2022-01-03 17:19:49.513477,google,11,2901.489990234375
2022-01-03 17:29:34.218389,google,11,2901.489990234375
2022-01-03 17:36:16.735366,google,9,2901.489990234375
2022-01-03 17:41:47.686300,google,8,2901.489990234375
2022-01-03 17:57:36.090434,google,4,2901.489990234375
2022-01-03 18:04:19.388300,google,11,2901.489990234375
2022-01-03 18:12:30.773638,google,7,2901.489990234375
2022-01-03 18:44:44.001951,google,10,2901.489990234375
2022-01-03 19:24:33.120920,google,12,2901.489990234375
2022-01-03 19:30:00.531435,google,13,2901.489990234375
2022-01-03 19:41:50.492865,google,19,2901.489990234375
2022-01-03 19:47:17.569967,google,20,2901.489990234375
2022-01-03 19:52:45.389047,google,23,2901.489990234375
2022-01-03 19:58:13.901789,google,23,2901.489990234375
2022-01-03 20:03:41.403959,google,21,2901.489990234375
2022-01-03 20:09:10.261244,google,25,2901.489990234375
2022-01-03 20:20:55.101826,google,27,2901.489990234375
2022-01-03 20:26:26.215527,google,29,2901.489990234375
2022-01-03 20:31:56.163888,google,25,2901.489990234375
2022-01-03 20:39:53.884852,google,25,2901.489990234375
2022-01-03 20:45:21.003933,google,24,2901.489990234375
2022-01-03 20:50:47.864417,google,22,2901.489990234375
2022-01-03 20:56:15.265059,google,18,2901.489990234375
2022-01-03 21:01:45.352823,google,27,2901.489990234375
2022-01-03 21:08:29.103276,google,27,2901.489990234375
2022-01-03 21:15:11.997029,google,24,2901.489990234375
2022-01-03 21:20:39.149270,google,23,2901.489990234375
2022-01-03 21:26:07.306819,google,31,2901.489990234375
2022-01-03 21:31:35.751333,google,37,2901.489990234375
2022-01-03 21:43:52.525581,google,33,2901.489990234375
2022-01-03 21:49:21.065824,google,31,2901.489990234375
2022-01-03 21:54:51.518867,google,27,2901.489990234375
2022-01-03 22:09:26.082506,google,31,2901.489990234375
2022-01-03 22:38:25.816412,google,14,2901.489990234375
2022-01-03 22:45:03.561326,google,11,2901.489990234375
2022-01-03 22:56:48.941900,google,6,2901.489990234375
2022-01-03 23:02:16.564969,google,11,2901.489990234375
2022-01-03 23:26:47.556748,google,8,2901.489990234375
2022-01-03 23:32:17.947416,google,7,2901.489990234375
2022-01-03 23:49:21.696470,google,8,2901.489990234375
2022-01-03 23:57:16.534109,google,8,2901.489990234375
2022-01-04 00:02:44.129091,google,9,2901.489990234375
2022-01-04 00:17:35.668580,google,8,2901.489990234375
2022-01-04 00:24:19.142763,google,5,2901.489990234375
2022-01-04 00:29:45.668889,google,6,2901.489990234375
2022-01-04 00:42:46.486639,google,6,2901.489990234375
2022-01-04 00:56:57.845286,google,9,2901.489990234375
2022-01-04 01:17:32.812120,google,10,2901.489990234375
2022-01-04 01:24:50.225333,google,7,2901.489990234375
2022-01-04 01:36:34.503459,google,9,2901.489990234375
2022-01-04 01:44:33.823466,google,5,2901.489990234375
2022-01-04 01:51:56.811983,google,9,2901.489990234375
2022-01-04 02:09:35.898606,google,11,2901.489990234375
2022-01-04 02:23:57.945964,google,13,2901.489990234375
2022-01-04 02:35:42.912623,google,10,2901.489990234375
2022-01-04 02:41:09.994014,google,11,2901.489990234375
2022-01-04 02:46:38.784974,google,10,2901.489990234375
2022-01-04 02:52:09.701735,google,6,2901.489990234375
2022-01-04 03:00:09.196730,google,10,2901.489990234375
2022-01-04 03:27:56.255136,google,7,2901.489990234375
2022-01-04 03:34:40.555615,google,8,2901.489990234375
2022-01-04 03:41:27.227433,google,8,2901.489990234375
2022-01-04 03:46:56.502769,google,12,2901.489990234375
2022-01-04 03:52:28.438361,google,13,2901.489990234375
2022-01-04 03:57:55.900998,google,12,2901.489990234375
2022-01-04 04:05:55.302603,google,15,2901.489990234375
2022-01-04 04:13:54.740767,google,14,2901.489990234375
2022-01-04 04:21:05.200988,google,15,2901.489990234375
2022-01-04 04:41:56.415990,google,22,2901.489990234375
2022-01-04 04:48:38.415038,google,19,2901.489990234375
2022-01-04 04:54:09.439410,google,18,2901.489990234375
2022-01-04 04:59:38.340035,google,20,2901.489990234375
2022-01-04 05:12:56.379289,google,23,2901.489990234375
2022-01-04 05:18:26.237495,google,21,2901.489990234375
2022-01-04 05:23:55.962941,google,16,2901.489990234375
2022-01-04 05:35:58.592832,google,10,2901.489990234375
2022-01-04 05:42:43.449844,google,12,2901.489990234375
2022-01-04 05:49:28.797483,google,13,2901.489990234375
2022-01-04 05:54:57.897369,google,16,2901.489990234375
2022-01-04 06:02:59.229318,google,23,2901.489990234375
2022-01-04 06:08:28.986335,google,23,2901.489990234375
2022-01-04 06:15:15.507020,google,26,2901.489990234375
2022-01-04 06:30:55.154433,google,17,2901.489990234375
2022-01-04 06:36:24.837937,google,18,2901.489990234375
2022-01-04 06:43:10.066295,google,15,2901.489990234375
2022-01-04 06:56:07.187707,google,12,2901.489990234375
2022-01-04 07:01:36.779159,google,26,2901.489990234375
2022-01-04 07:07:10.417409,google,33,2901.489990234375
